Loan_ID,Issue_Date,Borrower_City,Employment_Type,Annual_Income_INR,Loan_Purpose,Loan_Amount_INR,Funded_Amount_INR,Interest_Rate,Loan_Term_Months,Risk_Grade,Loan_Status,Total_Repayment_INR,Investor_Count,Income_Verification,Loan_Channel,Year
P2P101214,2025-04-20,Hyderabad,Self-employed,67900.0,Small Business,91700.0,87500.0,20.73,48,E,Late,46600.0,2,Verified,Web,2025
P2P100426,2024-05-05,Bengaluru,Salaried,49700.0,Wedding,396600.0,374300.0,14.23,48,C,Completed,544200.0,8,Verified,Web,2024
P2P101138,2024-02-12,Pune,Salaried,73100.0,Small Business,205600.0,187900.0,9.14,24,A,Completed,224300.0,6,Verified,Mobile App,2024
P2P100052,2025-03-27,Lucknow,Self-employed,76500.0,Education,363000.0,344700.0,13.04,12,B,Completed,384300.0,10,Verified,Mobile App,2025
P2P100974,2022-08-13,Delhi,Self-employed,40100.0,Small Business,65400.0,63800.0,9.97,24,B,Completed,71600.0,2,Not Verified,Mobile App,2022
P2P101861,2025-03-28,Bengaluru,Salaried,78500.0,Vehicle,264500.0,238100.0,11.59,12,B,Active,102400.0,7,Verified,Mobile App,2025
P2P100519,2025-12-16,Lucknow,Salaried,134800.0,Small Business,281800.0,264100.0,11.71,12,B,Completed,302300.0,6,Not Verified,Web,2025
P2P100880,2022-08-29,Mumbai,Business Owner,46800.0,Debt Consolidation,170900.0,166800.0,16.76,12,D,Late,92000.0,4,Verified,Web,2022
P2P101231,2025-08-22,Bengaluru,Self-employed,57200.0,Education,81600.0,78300.0,16.51,24,D,Completed,96400.0,2,Verified,Web,2025
P2P101702,2023-10-26,Kolkata,Salaried,75900.0,Small Business,236400.0,232700.0,17.19,24,D,Late,157400.0,6,Not Verified,Mobile App,2023
P2P101372,2022-05-25,Pune,Salaried,48300.0,Medical,77700.0,76000.0,13.08,24,C,Active,41700.0,2,Not Verified,Web,2022
P2P101051,2025-07-29,Ahmedabad,Salaried,43900.0,Debt Consolidation,114300.0,105300.0,13.22,24,C,Defaulted,34600.0,3,Not Verified,Mobile App,2025
P2P100862,2023-12-04,Jaipur,Business Owner,30100.0,Debt Consolidation,440500.0,434000.0,11.16,48,B,Completed,554900.0,12,Verified,Mobile App,2023
P2P101881,2024-12-04,Bengaluru,Salaried,55000.0,Education,355100.0,350700.0,13.53,60,C,Completed,508500.0,8,Verified,Mobile App,2024
P2P101054,2025-04-25,Hyderabad,Salaried,81100.0,Debt Consolidation,301000.0,271500.0,21.31,36,E,Completed,408200.0,6,Verified,Web,2025
P2P101729,2025-05-14,Jaipur,Salaried,45600.0,Debt Consolidation,375700.0,361500.0,19.64,48,D,Late,235700.0,14,Verified,Web,2025
P2P100346,2024-08-15,Unknown,Salaried,36100.0,Small Business,190600.0,173200.0,12.03,24,B,Completed,214200.0,5,Verified,Mobile App,2024
P2P100998,2022-02-11,Jaipur,Salaried,91100.0,Home Improvement,110200.0,110000.0,12.96,12,B,Completed,122800.0,2,Verified,Mobile App,2022
P2P100696,2024-08-07,Kolkata,Business Owner,43400.0,Education,617800.0,600600.0,13.32,48,C,Active,393700.0,15,Verified,Mobile App,2024
P2P101305,2025-01-04,Bengaluru,Salaried,36700.0,Debt Consolidation,35600.0,34500.0,12.9,24,B,Completed,41300.0,1,Verified,Mobile App,2025
P2P101985,2022-02-03,Hyderabad,Salaried,58900.0,Vehicle,207000.0,191600.0,16.21,24,D,Active,152700.0,6,Not Verified,Mobile App,2022
P2P100289,2023-01-22,Lucknow,Salaried,49900.0,Education,566400.0,539900.0,10.73,24,A,Completed,624600.0,13,Verified,Mobile App,2023
P2P101021,2024-12-17,Pune,Self-employed,44800.0,Debt Consolidation,234300.0,229000.0,11.63,36,A,Completed,275500.0,6,Verified,Web,2024
P2P101430,2025-07-20,Chennai,Self-employed,61400.0,Medical,466600.0,425800.0,13.57,60,C,Completed,642900.0,14,Verified,Web,2025
P2P100126,2023-10-16,Unknown,Self-employed,108100.0,Small Business,122100.0,115900.0,8.19,24,A,Completed,136400.0,4,Verified,Web,2023
P2P100365,2025-10-20,Hyderabad,Salaried,31300.0,Medical,116200.0,115200.0,16.33,36,C,Completed,147400.0,3,Verified,Web,2025
P2P101324,2022-08-23,Chennai,Freelancer,54400.0,Medical,141400.0,135800.0,10.52,36,B,Completed,173000.0,4,Verified,Web,2022
P2P100986,2024-02-12,Delhi,Salaried,88100.0,Travel,283800.0,275300.0,13.08,12,C,Completed,312600.0,6,Not Verified,Web,2024
P2P100877,2025-01-12,Mumbai,Self-employed,45600.0,Education,112900.0,105400.0,16.12,60,C,Active,91600.0,3,Not Verified,Web,2025
P2P101103,2025-08-09,Lucknow,Salaried,38900.0,Wedding,329900.0,321600.0,12.18,36,B,Completed,408700.0,8,Verified,Mobile App,2025
P2P101506,2023-08-23,Lucknow,Salaried,119400.0,Medical,415000.0,402700.0,9.5,36,A,Active,240800.0,8,Verified,Web,2023
P2P101898,2022-06-11,Hyderabad,Salaried,57000.0,Vehicle,268600.0,259000.0,13.31,36,B,Active,132400.0,6,Verified,Web,2022
P2P101886,2023-12-20,Ahmedabad,Salaried,73100.0,Wedding,108800.0,98800.0,10.53,36,B,Active,94200.0,2,Verified,Web,2023
P2P100528,2022-12-28,Ahmedabad,Business Owner,45200.0,Travel,97900.0,96100.0,10.73,48,B,Active,39000.0,2,Verified,Web,2022
P2P101666,2025-06-30,Mumbai,Business Owner,46400.0,Home Improvement,218500.0,197100.0,20.73,36,E,Late,164500.0,4,Verified,Web,2025
P2P100589,2022-01-21,Mumbai,Unknown,86700.0,Debt Consolidation,180800.0,179500.0,10.87,24,B,Completed,199700.0,5,Verified,Web,2022
P2P100500,2025-12-14,Kolkata,Salaried,36600.0,Home Improvement,103900.0,101700.0,11.92,48,B,Completed,134000.0,3,Verified,Mobile App,2025
P2P101062,2025-12-12,Hyderabad,Freelancer,42800.0,Debt Consolidation,240900.0,237400.0,8.79,24,A,Active,82300.0,6,Verified,Web,2025
P2P100707,2023-03-31,Jaipur,Business Owner,100800.0,Debt Consolidation,268300.0,246900.0,10.9,36,A,Completed,313300.0,6,Verified,Web,2023
P2P101626,2024-12-06,Chennai,Business Owner,58600.0,Debt Consolidation,188900.0,179200.0,17.63,36,D,Completed,250100.0,4,Verified,Web,2024
P2P100647,2024-07-11,Jaipur,Self-employed,46600.0,Travel,273100.0,267500.0,9.71,24,B,Completed,316600.0,5,Verified,Web,2024
P2P101130,2022-11-26,Lucknow,Business Owner,29000.0,Vehicle,128300.0,122900.0,14.22,12,C,Active,46100.0,4,Verified,Web,2022
P2P100734,2024-03-25,Delhi,Freelancer,95400.0,Travel,284500.0,272100.0,13.41,60,C,Active,186900.0,6,Verified,Mobile App,2024
P2P101609,2022-09-26,Delhi,Salaried,64000.0,Wedding,253500.0,244300.0,9.26,24,A,Late,60900.0,7,Verified,Mobile App,2022
P2P100976,2022-12-02,Hyderabad,Salaried,53400.0,Debt Consolidation,284900.0,257200.0,12.92,12,C,Active,157500.0,5,Verified,Web,2022
P2P101085,2025-10-24,Chennai,Salaried,47700.0,Small Business,131200.0,122700.0,16.62,36,D,Active,58300.0,3,Verified,Mobile App,2025
P2P100385,2025-02-05,Hyderabad,Business Owner,43600.0,Home Improvement,106200.0,97700.0,14.6,24,C,Defaulted,14100.0,3,Not Verified,Web,2025
P2P100162,2024-09-09,Delhi,Salaried,72000.0,Medical,107300.0,98700.0,10.89,48,A,Completed,134700.0,3,Not Verified,Mobile App,2024
P2P101224,2025-10-22,Unknown,Salaried,38500.0,Debt Consolidation,129200.0,124700.0,12.45,24,C,Completed,151200.0,3,Verified,Web,2025
P2P101760,2024-05-03,Mumbai,Salaried,58900.0,Vehicle,256900.0,245600.0,14.73,48,C,Completed,346700.0,5,Verified,Mobile App,2024
P2P100490,2025-08-17,Chennai,Salaried,44800.0,Home Improvement,167000.0,160600.0,13.52,24,C,Active,98800.0,6,Verified,Mobile App,2025
P2P101011,2022-08-27,Mumbai,Salaried,60800.0,Education,443400.0,411400.0,14.57,36,C,Completed,570800.0,11,Verified,Mobile App,2022
P2P100478,2024-05-12,Bengaluru,Salaried,51100.0,Vehicle,196800.0,180300.0,16.02,24,C,Completed,239000.0,5,Verified,Mobile App,2024
P2P101006,2024-10-19,Delhi,Salaried,105000.0,Vehicle,280300.0,275200.0,9.68,24,A,Completed,303400.0,6,Verified,Mobile App,2024
P2P100442,2025-12-15,Bengaluru,Business Owner,28100.0,Education,391000.0,390400.0,13.2,12,C,Active,258600.0,11,Verified,Mobile App,2025
P2P100632,2025-08-23,Bengaluru,Salaried,54800.0,Small Business,115900.0,111600.0,14.67,24,C,Completed,133200.0,2,Verified,Web,2025
P2P101207,2024-11-26,Mumbai,Business Owner,38400.0,Vehicle,169200.0,165700.0,11.12,24,C,Completed,190000.0,4,Verified,Mobile App,2024
P2P101528,2023-03-03,Pune,Salaried,32800.0,Small Business,143900.0,138800.0,11.15,24,B,Completed,162800.0,4,Verified,Web,2023
P2P100640,2023-07-13,Hyderabad,Business Owner,84900.0,Small Business,728400.0,681800.0,8.88,48,A,Active,490000.0,19,Verified,Mobile App,2023
P2P101491,2022-10-05,Bengaluru,Salaried,36300.0,Debt Consolidation,247400.0,246100.0,11.75,12,B,Active,171500.0,6,Not Verified,Web,2022
P2P100724,2025-02-12,Delhi,Salaried,65800.0,Education,345600.0,319200.0,12.0,36,A,Defaulted,39100.0,9,Verified,Mobile App,2025
P2P101683,2024-09-22,Pune,Business Owner,61200.0,Small Business,101300.0,92500.0,13.69,48,C,Completed,132700.0,3,Verified,Mobile App,2024
P2P100494,2022-06-11,Mumbai,Business Owner,103200.0,Home Improvement,67600.0,65100.0,17.29,24,D,Active,45200.0,2,Not Verified,Web,2022
P2P101819,2024-08-28,Jaipur,Freelancer,91900.0,Vehicle,1119600.0,1024100.0,11.87,24,B,Completed,1246500.0,35,Verified,Mobile App,2024
P2P100119,2025-08-20,Mumbai,Salaried,33000.0,Debt Consolidation,265200.0,259300.0,10.68,36,B,Active,185300.0,7,Verified,Mobile App,2025
P2P101732,2024-08-27,Bengaluru,Salaried,78300.0,Travel,154700.0,149900.0,14.61,36,C,Completed,201000.0,4,Not Verified,Web,2024
P2P101199,2025-02-23,Jaipur,Salaried,119600.0,Debt Consolidation,184900.0,180900.0,11.62,48,B,Late,57800.0,6,Verified,Web,2025
P2P101933,2024-05-22,Pune,Salaried,88500.0,Medical,83500.0,76000.0,10.3,12,A,Completed,92000.0,2,Verified,Mobile App,2024
P2P101091,2025-10-21,Bengaluru,Salaried,54400.0,Education,190900.0,187500.0,17.3,24,D,Active,167000.0,4,Verified,Mobile App,2025
P2P100890,2022-10-18,Hyderabad,Self-employed,55800.0,Vehicle,67900.0,63800.0,12.8,48,B,Active,60700.0,2,Not Verified,Web,2022
P2P101258,2024-02-06,Bengaluru,Salaried,50000.0,Debt Consolidation,176900.0,169100.0,14.92,36,C,Active,88800.0,5,Verified,Web,2024
P2P101239,2025-11-22,Chennai,Salaried,72400.0,Medical,272400.0,266400.0,10.6,48,B,Completed,347900.0,10,Verified,Mobile App,2025
P2P100771,2021-12-05,Bengaluru,Salaried,29700.0,Debt Consolidation,77900.0,77300.0,14.04,24,C,Active,60100.0,2,Not Verified,Web,2021
P2P100805,2023-10-10,Hyderabad,Business Owner,23000.0,Education,360300.0,356300.0,16.81,36,C,Late,229500.0,13,Verified,Mobile App,2023
P2P101817,2023-02-08,Mumbai,Salaried,49500.0,Home Improvement,134800.0,125600.0,15.46,36,C,Completed,171800.0,4,Verified,Mobile App,2023
P2P100949,2025-07-28,Jaipur,Business Owner,64000.0,Home Improvement,130200.0,128500.0,14.36,12,C,Completed,141500.0,4,Verified,Mobile App,2025
P2P101678,2023-08-31,Lucknow,Salaried,25400.0,Home Improvement,70100.0,69200.0,12.26,24,B,Completed,81200.0,2,Not Verified,Web,2023
P2P100573,2023-08-19,Bengaluru,Salaried,30000.0,Home Improvement,297300.0,273600.0,16.5,36,D,Active,121200.0,7,Not Verified,Mobile App,2023
P2P101450,2024-11-26,Bengaluru,Salaried,63400.0,Debt Consolidation,241500.0,222200.0,10.21,36,A,Completed,279600.0,6,Verified,Web,2024
P2P101424,2022-03-10,Delhi,Salaried,28900.0,Debt Consolidation,181100.0,167600.0,10.14,24,A,Active,140000.0,4,Verified,Mobile App,2022
P2P101287,2021-09-27,Pune,Freelancer,65700.0,Home Improvement,57700.0,56100.0,13.95,24,C,Completed,67700.0,1,Verified,Mobile App,2021
P2P100673,2021-09-03,Mumbai,Self-employed,100900.0,Small Business,374300.0,363100.0,8.55,24,A,Active,236400.0,8,Verified,Web,2021
P2P100400,2025-03-01,Ahmedabad,Salaried,51500.0,Medical,150100.0,140800.0,9.06,36,A,Completed,178200.0,4,Verified,Mobile App,2025
P2P100552,2025-07-01,Hyderabad,Salaried,25300.0,Debt Consolidation,59900.0,58900.0,13.54,48,C,Completed,80900.0,2,Verified,Web,2025
P2P100321,2024-05-05,Pune,Self-employed,64800.0,Wedding,183000.0,179700.0,8.58,24,A,Completed,208200.0,6,Verified,Mobile App,2024
P2P100470,2025-11-16,Kolkata,Business Owner,55800.0,Education,609800.0,571900.0,13.52,60,C,Completed,853200.0,13,Verified,Web,2025
P2P101888,2022-10-26,Delhi,Business Owner,84200.0,Medical,870900.0,852200.0,12.29,24,C,Active,327200.0,34,Verified,Mobile App,2022
P2P101236,2023-06-27,Hyderabad,Salaried,21200.0,Debt Consolidation,426500.0,420000.0,12.19,36,B,Active,272300.0,16,Not Verified,Mobile App,2023
P2P101208,2023-11-20,Delhi,Salaried,43900.0,Small Business,377100.0,350100.0,7.81,60,A,Completed,448000.0,8,Verified,Mobile App,2023
P2P101233,2022-08-08,Bengaluru,Self-employed,43300.0,Debt Consolidation,374900.0,343100.0,15.4,24,C,Completed,456600.0,8,Verified,Mobile App,2022
P2P100080,2021-12-21,Delhi,Salaried,28800.0,Small Business,268500.0,257900.0,10.35,12,A,Completed,286500.0,6,Not Verified,Mobile App,2021
P2P100534,2024-05-14,Bengaluru,Salaried,32400.0,Debt Consolidation,217300.0,197300.0,14.28,36,C,Active,178500.0,5,Verified,Mobile App,2024
P2P101544,2022-11-18,Lucknow,Business Owner,106300.0,Home Improvement,188400.0,179900.0,16.62,24,D,Late,102400.0,6,Verified,Mobile App,2022
P2P100458,2024-01-02,Delhi,Salaried,59100.0,Medical,568900.0,516300.0,16.04,36,D,Completed,706600.0,16,Verified,Mobile App,2024
P2P100291,2021-04-04,Bengaluru,Salaried,106600.0,Medical,774300.0,768300.0,14.84,36,C,Completed,950200.0,22,Not Verified,Web,2021
P2P101469,2025-07-24,Pune,Business Owner,82100.0,Vehicle,30000.0,28600.0,18.25,60,D,Active,18000.0,1,Verified,Web,2025
P2P100371,2021-11-05,Chennai,Salaried,64900.0,Small Business,210600.0,194600.0,17.1,12,D,Completed,239300.0,5,Verified,Web,2021
P2P100266,2025-02-12,Hyderabad,Salaried,50400.0,Medical,310000.0,301500.0,15.74,60,D,Completed,444700.0,6,Verified,Web,2025
P2P101707,2024-09-22,Pune,Business Owner,47800.0,Small Business,126800.0,117300.0,12.45,12,C,Active,62900.0,4,Verified,Web,2024
P2P100165,2021-10-04,Mumbai,Self-employed,37500.0,Education,325700.0,320500.0,14.08,36,C,Active,170900.0,10,Verified,Mobile App,2021
P2P101323,2025-07-25,Hyderabad,Salaried,187200.0,Small Business,99100.0,96000.0,7.5,12,A,Completed,102400.0,2,Verified,Mobile App,2025
P2P101490,2023-11-26,Kolkata,Business Owner,38500.0,Home Improvement,273600.0,267800.0,13.38,60,C,Completed,377500.0,5,Verified,Mobile App,2023
P2P100474,2025-08-18,Lucknow,Salaried,79600.0,Small Business,89900.0,83400.0,11.92,36,A,Completed,108200.0,2,Verified,Web,2025
P2P100876,2022-03-28,Hyderabad,Self-employed,35600.0,Education,155500.0,155000.0,13.43,36,C,Completed,191200.0,6,Not Verified,Web,2022
P2P100198,2025-08-25,Ahmedabad,Salaried,46800.0,Vehicle,439400.0,413900.0,7.93,60,A,Completed,559100.0,11,Verified,Mobile App,2025
P2P100186,2024-10-21,Kolkata,Self-employed,29200.0,Wedding,116000.0,110500.0,9.36,36,B,Completed,137000.0,3,Not Verified,Mobile App,2024
P2P101332,2025-01-16,Ahmedabad,Salaried,75500.0,Small Business,140300.0,130500.0,10.26,36,B,Active,90700.0,3,Not Verified,Mobile App,2025
P2P100422,2025-04-14,Hyderabad,Freelancer,18000.0,Debt Consolidation,270900.0,244800.0,11.85,36,B,Active,184000.0,6,Not Verified,Mobile App,2025
P2P100257,2025-10-13,Pune,Freelancer,74900.0,Education,207000.0,187500.0,12.89,24,C,Defaulted,75100.0,4,Verified,Web,2025
P2P100136,2023-04-02,Bengaluru,Salaried,48500.0,Wedding,249700.0,247400.0,10.38,24,B,Late,109300.0,9,Verified,Web,2023
P2P101608,2025-04-27,Pune,Business Owner,78200.0,Debt Consolidation,551600.0,500900.0,11.23,36,B,Active,236200.0,11,Verified,Mobile App,2025
P2P101357,2025-08-30,Lucknow,Salaried,77400.0,Small Business,513800.0,479700.0,7.5,36,A,Active,227000.0,16,Verified,Web,2025
P2P101477,2025-05-06,Chennai,Salaried,49600.0,Travel,379100.0,374600.0,13.95,60,C,Active,384600.0,8,Verified,Web,2025
P2P101238,2024-01-09,Ahmedabad,Self-employed,47800.0,Travel,180800.0,176100.0,15.46,36,C,Completed,223500.0,5,Verified,Mobile App,2024
P2P100867,2022-03-26,Delhi,Salaried,89600.0,Education,262700.0,253600.0,9.06,48,A,Active,127200.0,10,Verified,Mobile App,2022
P2P101466,2021-05-28,Delhi,Salaried,25300.0,Small Business,229300.0,219400.0,9.23,24,B,Completed,252900.0,7,Verified,Mobile App,2021
P2P101794,2024-11-21,Chennai,Business Owner,180200.0,Small Business,622100.0,564700.0,12.7,24,A,Active,435100.0,16,Verified,Mobile App,2024
P2P101038,2025-01-23,Hyderabad,Freelancer,94800.0,Travel,223100.0,202200.0,9.92,36,A,Completed,254700.0,8,Verified,Mobile App,2025
P2P101949,2023-04-11,Jaipur,Self-employed,45700.0,Debt Consolidation,153100.0,151100.0,9.52,60,A,Completed,201600.0,4,Verified,Web,2023
P2P100050,2022-06-03,Jaipur,Salaried,34500.0,Debt Consolidation,153200.0,147000.0,14.32,24,C,Completed,177200.0,4,Verified,Mobile App,2022
P2P100527,2023-09-22,Bengaluru,Self-employed,50900.0,Debt Consolidation,307700.0,306500.0,9.68,60,A,Active,277200.0,6,Verified,Web,2023
P2P100453,2023-10-10,Hyderabad,Business Owner,23000.0,Education,143600.0,139700.0,11.52,36,B,Late,77000.0,4,Verified,Web,2023
P2P101834,2025-02-21,Ahmedabad,Salaried,52100.0,Home Improvement,161500.0,159800.0,14.29,36,C,Completed,201000.0,6,Not Verified,Web,2025
P2P100683,2022-05-02,Ahmedabad,Freelancer,31300.0,Debt Consolidation,190000.0,188700.0,17.34,60,D,Completed,287800.0,5,Verified,Web,2022
P2P100463,2025-02-19,Lucknow,Freelancer,21100.0,Medical,211000.0,202300.0,13.19,12,C,Completed,225300.0,7,Verified,Web,2025
P2P100936,2022-12-25,Hyderabad,Salaried,62300.0,Debt Consolidation,74200.0,72100.0,13.68,24,C,Completed,87300.0,3,Verified,Web,2022
P2P101848,2022-07-03,Hyderabad,Self-employed,42800.0,Education,170400.0,164500.0,10.58,60,B,Active,77600.0,4,Verified,Web,2022
P2P100648,2024-11-19,Jaipur,Salaried,75500.0,Education,316600.0,290500.0,16.52,36,D,Active,130000.0,7,Verified,Web,2024
P2P101950,2023-10-29,Mumbai,Business Owner,34200.0,Debt Consolidation,419900.0,406100.0,10.72,36,B,Completed,495400.0,10,Verified,Web,2023
P2P101058,2023-08-29,Mumbai,Salaried,131900.0,Debt Consolidation,268900.0,253700.0,17.86,48,D,Completed,373800.0,9,Verified,Web,2023
P2P100860,2021-07-21,Pune,Business Owner,53600.0,Debt Consolidation,205900.0,194000.0,10.66,48,B,Completed,258100.0,6,Verified,Mobile App,2021
P2P100248,2025-11-20,Kolkata,Salaried,71500.0,Vehicle,179700.0,170500.0,19.84,24,E,Completed,215600.0,5,Verified,Mobile App,2025
P2P100991,2025-04-26,Lucknow,Freelancer,41500.0,Debt Consolidation,79400.0,72200.0,17.3,48,D,Active,76200.0,2,Not Verified,Mobile App,2025
P2P101180,2024-04-22,Hyderabad,Business Owner,62800.0,Small Business,165800.0,155900.0,14.19,60,B,Active,135100.0,6,Verified,Mobile App,2024
P2P101877,2024-07-06,Chennai,Business Owner,77300.0,Debt Consolidation,586600.0,579800.0,23.68,36,E,Completed,834800.0,13,Verified,Mobile App,2024
P2P101505,2023-07-19,Pune,Salaried,66700.0,Wedding,243700.0,229900.0,22.74,36,E,Completed,349500.0,6,Not Verified,Mobile App,2023
P2P101776,2023-03-18,Bengaluru,Salaried,91700.0,Wedding,109100.0,98300.0,11.04,24,A,Completed,125200.0,3,Verified,Mobile App,2023
P2P100217,2023-04-06,Bengaluru,Salaried,18000.0,Vehicle,145700.0,133300.0,15.87,12,C,Completed,159700.0,4,Verified,Mobile App,2023
P2P101963,2025-06-15,Bengaluru,Salaried,20300.0,Debt Consolidation,361400.0,332800.0,16.82,24,D,Active,273000.0,12,Verified,Web,2025
P2P100544,2024-11-08,Mumbai,Salaried,67000.0,Medical,135900.0,126500.0,9.9,12,B,Late,31400.0,4,Verified,Web,2024
P2P101486,2023-06-23,Chennai,Freelancer,41300.0,Medical,654100.0,627500.0,12.4,24,C,Completed,771200.0,18,Verified,Mobile App,2023
P2P100439,2024-12-31,Bengaluru,Freelancer,25500.0,Education,135000.0,122200.0,15.66,36,C,Completed,171300.0,2,Not Verified,Mobile App,2024
P2P100861,2025-03-27,Bengaluru,Self-employed,70400.0,Vehicle,340300.0,319300.0,10.11,36,B,Completed,390500.0,11,Verified,Web,2025
P2P100951,2024-07-22,Kolkata,Salaried,88500.0,Vehicle,165800.0,156800.0,22.24,24,E,Completed,213500.0,6,Not Verified,Mobile App,2024
P2P100327,2024-05-12,Lucknow,Salaried,42200.0,Vehicle,335000.0,326600.0,9.34,48,A,Completed,405100.0,11,Verified,Mobile App,2024
P2P100227,2025-11-28,Bengaluru,Salaried,55500.0,Home Improvement,424300.0,424200.0,14.47,60,B,Active,357000.0,10,Verified,Web,2025
P2P101663,2025-09-22,Kolkata,Business Owner,42800.0,Debt Consolidation,618100.0,560800.0,14.73,48,C,Active,616000.0,18,Not Verified,Mobile App,2025
P2P100554,2024-05-22,Bengaluru,Business Owner,117900.0,Travel,143000.0,133700.0,11.63,24,B,Completed,159900.0,4,Verified,Web,2024
P2P100062,2022-12-23,Delhi,Salaried,74800.0,Education,165700.0,152800.0,13.81,36,C,Active,137200.0,4,Verified,Web,2022
P2P101536,2022-01-07,Chennai,Salaried,53100.0,Debt Consolidation,470200.0,438300.0,16.62,36,D,Completed,629700.0,12,Verified,Web,2022
P2P101901,2024-05-12,Pune,Self-employed,43100.0,Home Improvement,302300.0,300000.0,11.21,12,B,Completed,318600.0,6,Verified,Mobile App,2024
P2P101958,2023-10-05,Ahmedabad,Salaried,62100.0,Home Improvement,215300.0,203500.0,11.72,24,A,Completed,247700.0,5,Not Verified,Web,2023
P2P100156,2022-10-15,Bengaluru,Salaried,86100.0,Debt Consolidation,223400.0,210900.0,17.07,36,D,Completed,291200.0,4,Not Verified,Web,2022
P2P101614,2023-04-04,Delhi,Salaried,55100.0,Vehicle,265600.0,258500.0,10.38,48,B,Active,145300.0,10,Verified,Mobile App,2023
P2P101851,2023-01-21,Delhi,Salaried,43800.0,Home Improvement,163500.0,163100.0,8.74,12,A,Completed,177900.0,5,Verified,Mobile App,2023
P2P101365,2025-02-02,Hyderabad,Salaried,34600.0,Wedding,204300.0,188300.0,10.65,12,B,Completed,213800.0,5,Not Verified,Web,2025
P2P101643,2024-03-22,Hyderabad,Salaried,66200.0,Education,194100.0,190300.0,10.83,36,B,Completed,239300.0,4,Verified,Web,2024
P2P101826,2024-04-06,Ahmedabad,Salaried,35900.0,Debt Consolidation,37500.0,37300.0,11.54,24,B,Completed,42000.0,1,Not Verified,Mobile App,2024
P2P101640,2025-10-02,Bengaluru,Salaried,62600.0,Debt Consolidation,709500.0,651800.0,14.02,12,C,Late,368300.0,21,Verified,Mobile App,2025
P2P100349,2023-07-08,Pune,Business Owner,61800.0,Medical,108400.0,98700.0,8.54,12,A,Active,61700.0,2,Verified,Mobile App,2023
P2P101808,2022-06-04,Ahmedabad,Freelancer,66300.0,Home Improvement,516700.0,473700.0,11.84,24,B,Completed,586900.0,10,Verified,Mobile App,2022
P2P100167,2023-03-28,Delhi,Salaried,69800.0,Medical,100300.0,90900.0,8.23,12,A,Completed,104400.0,3,Not Verified,Web,2023
P2P101526,2022-11-19,Pune,Salaried,49800.0,Debt Consolidation,148900.0,143700.0,13.68,48,C,Completed,194100.0,4,Verified,Mobile App,2022
P2P101897,2024-08-15,Chennai,Business Owner,148400.0,Debt Consolidation,509300.0,495900.0,17.93,24,D,Completed,630500.0,14,Verified,Mobile App,2024
P2P100205,2024-07-31,Bengaluru,Salaried,97300.0,Small Business,434800.0,392700.0,14.45,24,C,Completed,512100.0,12,Not Verified,Mobile App,2024
P2P100907,2025-05-18,Mumbai,Freelancer,31100.0,Travel,258400.0,257200.0,12.17,36,B,Completed,309100.0,6,Verified,Web,2025
P2P100914,2023-09-12,Mumbai,Salaried,70900.0,Travel,480600.0,462400.0,12.88,36,C,Completed,610200.0,16,Verified,Web,2023
P2P101807,2024-10-23,Chennai,Salaried,90500.0,Home Improvement,209300.0,198700.0,12.08,36,B,Completed,248200.0,4,Verified,Web,2024
P2P100187,2025-05-18,Kolkata,Salaried,65900.0,Vehicle,318900.0,292800.0,15.4,12,C,Active,109600.0,8,Verified,Mobile App,2025
P2P100778,2025-01-20,Hyderabad,Salaried,51300.0,Debt Consolidation,73600.0,70200.0,10.16,12,A,Active,33700.0,2,Verified,Mobile App,2025
P2P101940,2021-08-24,Hyderabad,Salaried,54700.0,Home Improvement,144500.0,144000.0,12.55,24,B,Active,68100.0,4,Verified,Mobile App,2021
P2P101854,2025-06-24,Mumbai,Business Owner,46200.0,Wedding,437000.0,418500.0,14.2,12,C,Active,207600.0,14,Verified,Web,2025
P2P101034,2022-01-04,Pune,Self-employed,63000.0,Debt Consolidation,194800.0,185100.0,10.41,36,A,Late,145900.0,7,Verified,Mobile App,2022
P2P100011,2021-03-05,Kolkata,Salaried,31500.0,Debt Consolidation,257500.0,250500.0,8.47,60,A,Completed,320400.0,8,Verified,Web,2021
P2P101978,2023-10-21,Kolkata,Salaried,91700.0,Education,476700.0,443100.0,13.02,36,C,Completed,568400.0,10,Verified,Web,2023
P2P101234,2021-04-06,Pune,Salaried,33900.0,Debt Consolidation,162300.0,161400.0,8.24,24,A,Active,62600.0,5,Verified,Web,2021
P2P100556,2023-09-01,Chennai,Salaried,48200.0,Travel,239800.0,230200.0,16.75,24,D,Active,184700.0,9,Verified,Web,2023
P2P100290,2024-07-07,Hyderabad,Business Owner,32400.0,Debt Consolidation,75900.0,72600.0,17.99,24,D,Completed,94800.0,2,Verified,Mobile App,2024
P2P100428,2025-08-14,Kolkata,Salaried,122700.0,Travel,189100.0,175300.0,13.75,24,C,Active,135500.0,6,Verified,Web,2025
P2P101331,2024-05-14,Mumbai,Salaried,84900.0,Medical,181200.0,164300.0,12.95,36,B,Active,113200.0,6,Verified,Mobile App,2024
P2P100122,2025-08-24,Bengaluru,Salaried,58500.0,Education,125100.0,113200.0,10.47,12,B,Defaulted,20600.0,3,Verified,Mobile App,2025
P2P100657,2023-01-17,Mumbai,Business Owner,182600.0,Vehicle,408700.0,403000.0,15.21,24,C,Completed,470300.0,12,Verified,Web,2023
