Loan_ID,Issue_Date,Borrower_City,Employment_Type,Annual_Income_INR,Loan_Purpose,Loan_Amount_INR,Funded_Amount_INR,Interest_Rate,Loan_Term_Months,Risk_Grade,Loan_Status,Total_Repayment_INR,Investor_Count,Income_Verification,Loan_Channel
P2P100628,2025-02-20,Chennai,Salaried,33900.0,Small Business,238900,237600,9.82,48,A,Completed,294200,5,Verified,Web
P2P100429,2023-05-24,Mumbai,Salaried,117200.0,Home Improvement,164100,159900,9.66,24,A,Active,57600,5,Verified,Mobile App
P2P101099,2025-04-01,Mumbai,Salaried,41400.0,Debt Consolidation,350200,341900,12.92,24,B,Active,216100,11,Verified,Web
P2P101033,2022-09-17,Pune,Salaried,61300.0,Small Business,306400,277900,,12,D,Active,239300,10,Not Verified,Mobile App
P2P100721,2025-10-16,Kolkata,Salaried,42800.0,Wedding,112200,102400,12.03,12,B,Active,59100,3,Verified,Web
P2P100345,2023-08-23,Delhi,Self-employed,70500.0,Travel,52500,49800,10.51,36,B,Completed,61700,1,Not Verified,Mobile App
P2P101398,2022-10-31,Jaipur,Salaried,80700.0,Vehicle,83600,82100,12.07,24,B,Completed,94500,2,Verified,Mobile App
P2P101214,2025-04-20,Hyderabad,Self-employed,67900.0,Small Business,91700,87500,20.73,48,E,Late,46600,2,Verified,Web
P2P100426,2024-05-05,Bengaluru,Salaried,49700.0,Wedding,396600,374300,14.23,48,C,Completed,544200,8,Verified,Web
P2P101138,2024-02-12,Pune,Salaried,73100.0,Small Business,205600,187900,9.14,24,A,Completed,224300,6,Verified,Mobile App
P2P100052,2025-03-27,Lucknow,Self-employed,76500.0,Education,363000,344700,13.04,12,B,Completed,384300,10,Verified,Mobile App
P2P100974,2022-08-13,Delhi,Self-employed,40100.0,Small Business,65400,63800,9.97,24,B,Completed,71600,2,Not Verified,Mobile App
P2P101861,2025-03-28,Bengaluru,Salaried,78500.0,Vehicle,264500,238100,11.59,12,B,Active,102400,7,Verified,Mobile App
P2P100519,2025-12-16,Lucknow,Salaried,134800.0,Small Business,281800,264100,11.71,12,B,Completed,302300,6,Not Verified,Web
P2P100880,2022-08-29,Mumbai,Business Owner,46800.0,Debt Consolidation,170900,166800,16.76,12,D,Late,92000,4,Verified,Web
P2P101231,2025-08-22,Bengaluru,Self-employed,57200.0,Education,81600,78300,16.51,24,D,Completed,96400,2,Verified,Web
P2P101702,2023-10-26,Kolkata,Salaried,75900.0,Small Business,236400,232700,17.19,24,D,Late,157400,6,Not Verified,Mobile App
P2P101372,2022-05-25,Pune,Salaried,48300.0,Medical,77700,76000,13.08,24,C,Active,41700,2,Not Verified,Web
P2P101051,2025-07-29,Ahmedabad,Salaried,43900.0,Debt Consolidation,114300,105300,13.22,24,C,Defaulted,34600,3,Not Verified,Mobile App
P2P100862,2023-12-04,Jaipur,Business Owner,30100.0,Debt Consolidation,440500,434000,11.16,48,B,Completed,554900,12,Verified,Mobile App
P2P101881,2024-12-04,Bengaluru,Salaried,55000.0,Education,355100,350700,13.53,60,C,Completed,508500,8,Verified,Mobile App
P2P101054,2025-04-25,Hyderabad,Salaried,81100.0,Debt Consolidation,301000,271500,21.31,36,E,Completed,408200,6,Verified,Web
P2P101729,2025-05-14,Jaipur,Salaried,45600.0,Debt Consolidation,375700,361500,19.64,48,D,Late,235700,14,Verified,Web
P2P100346,2024-08-15,,Salaried,36100.0,Small Business,190600,173200,12.03,24,B,Completed,214200,5,Verified,Mobile App
P2P100998,2022-02-11,Jaipur,Salaried,91100.0,Home Improvement,110200,110000,12.96,12,B,Completed,122800,2,Verified,Mobile App
P2P100696,2024-08-07,Kolkata,Business Owner,43400.0,Education,617800,600600,13.32,48,C,Active,393700,15,Verified,Mobile App
P2P101305,2025-01-04,Bengaluru,Salaried,36700.0,Debt Consolidation,35600,34500,12.9,24,B,Completed,41300,1,Verified,Mobile App
P2P101985,2022-02-03,Hyderabad,Salaried,58900.0,Vehicle,207000,191600,16.21,24,D,Active,152700,6,Not Verified,Mobile App
P2P100289,2023-01-22,Lucknow,Salaried,49900.0,Education,566400,539900,10.73,24,A,Completed,624600,13,Verified,Mobile App
P2P101021,2024-12-17,Pune,Self-employed,44800.0,Debt Consolidation,234300,229000,11.63,36,A,Completed,275500,6,Verified,Web
P2P101430,2025-07-20,Chennai,Self-employed,61400.0,Medical,466600,425800,13.57,60,C,Completed,642900,14,Verified,Web
P2P100126,2023-10-16,,Self-employed,108100.0,Small Business,122100,115900,8.19,24,A,Completed,136400,4,Verified,Web
P2P100365,2025-10-20,Hyderabad,Salaried,31300.0,Medical,116200,115200,16.33,36,C,Completed,147400,3,Verified,Web
P2P101324,2022-08-23,Chennai,Freelancer,,Medical,141400,135800,10.52,36,B,Completed,173000,4,Verified,Web
P2P100986,2024-02-12,Delhi,Salaried,88100.0,Travel,283800,275300,13.08,12,C,Completed,312600,6,Not Verified,Web
P2P100877,2025-01-12,Mumbai,Self-employed,45600.0,Education,112900,105400,16.12,60,C,Active,91600,3,Not Verified,Web
P2P101103,2025-08-09,Lucknow,Salaried,38900.0,Wedding,329900,321600,12.18,36,B,Completed,408700,8,Verified,Mobile App
P2P101506,2023-08-23,Lucknow,Salaried,119400.0,Medical,415000,402700,9.5,36,A,Active,240800,8,Verified,Web
P2P101898,2022-06-11,Hyderabad,Salaried,57000.0,Vehicle,268600,259000,13.31,36,B,Active,132400,6,Verified,Web
P2P101886,2023-12-20,Ahmedabad,Salaried,73100.0,Wedding,108800,98800,10.53,36,B,Active,94200,2,Verified,Web
P2P100528,2022-12-28,Ahmedabad,Business Owner,45200.0,Travel,97900,96100,10.73,48,B,Active,39000,2,Verified,Web
P2P100580,2022-11-22,Pune,Self-employed,53900.0,Medical,172800,164000,18.94,24,D,Defaulted,23800,4,Verified,Mobile App
P2P101666,2025-06-30,Mumbai,Business Owner,46400.0,Home Improvement,218500,197100,20.73,36,E,Late,164500,4,Verified,Web
P2P100589,2022-01-21,Mumbai,,86700.0,Debt Consolidation,180800,179500,10.87,24,B,Completed,199700,5,Verified,Web
P2P100500,2025-12-14,Kolkata,Salaried,36600.0,Home Improvement,103900,101700,11.92,48,B,Completed,134000,3,Verified,Mobile App
P2P101062,2025-12-12,Hyderabad,Freelancer,42800.0,Debt Consolidation,240900,237400,8.79,24,A,Active,82300,6,Verified,Web
P2P100707,2023-03-31,Jaipur,Business Owner,100800.0,Debt Consolidation,268300,246900,10.9,36,A,Completed,313300,6,Verified,Web
P2P101626,2024-12-06,Chennai,Business Owner,58600.0,Debt Consolidation,188900,179200,17.63,36,D,Completed,250100,4,Verified,Web
P2P100647,2024-07-11,Jaipur,Self-employed,46600.0,Travel,273100,267500,9.71,24,B,Completed,316600,5,Verified,Web
P2P101130,2022-11-26,Lucknow,Business Owner,29000.0,Vehicle,128300,122900,14.22,12,C,Active,46100,4,Verified,Web
P2P100734,2024-03-25,Delhi,Freelancer,95400.0,Travel,284500,272100,13.41,60,C,Active,186900,6,Verified,Mobile App
P2P101609,2022-09-26,Delhi,Salaried,64000.0,Wedding,253500,244300,9.26,24,A,Late,60900,7,Verified,Mobile App
P2P100976,2022-12-02,Hyderabad,Salaried,53400.0,Debt Consolidation,284900,257200,12.92,12,C,Active,157500,5,Verified,Web
P2P101085,2025-10-24,Chennai,Salaried,47700.0,Small Business,131200,122700,16.62,36,D,Active,58300,3,Verified,Mobile App
P2P100385,2025-02-05,Hyderabad,Business Owner,43600.0,Home Improvement,106200,97700,14.6,24,C,Defaulted,14100,3,Not Verified,Web
P2P100162,2024-09-09,Delhi,Salaried,72000.0,Medical,107300,98700,10.89,48,A,Completed,134700,3,Not Verified,Mobile App
P2P101224,2025-10-22,,Salaried,38500.0,Debt Consolidation,129200,124700,,24,C,Completed,151200,3,Verified,Web
P2P101760,2024-05-03,Mumbai,Salaried,58900.0,Vehicle,256900,245600,14.73,48,C,Completed,346700,5,Verified,Mobile App
P2P100490,2025-08-17,Chennai,Salaried,44800.0,Home Improvement,167000,160600,13.52,24,C,Active,98800,6,Verified,Mobile App
P2P101011,2022-08-27,Mumbai,Salaried,60800.0,Education,443400,411400,14.57,36,C,Completed,570800,11,Verified,Mobile App
P2P100478,2024-05-12,Bengaluru,Salaried,51100.0,Vehicle,196800,180300,16.02,24,C,Completed,239000,5,Verified,Mobile App
P2P101006,2024-10-19,Delhi,Salaried,105000.0,Vehicle,280300,275200,9.68,24,A,Completed,303400,6,Verified,Mobile App
P2P100442,2025-12-15,Bengaluru,Business Owner,28100.0,Education,391000,390400,13.2,12,C,Active,258600,11,Verified,Mobile App
P2P100632,2025-08-23,Bengaluru,Salaried,54800.0,Small Business,115900,111600,14.67,24,C,Completed,133200,2,Verified,Web
P2P101207,2024-11-26,Mumbai,Business Owner,38400.0,Vehicle,169200,165700,11.12,24,C,Completed,190000,4,Verified,Mobile App
P2P101528,2023-03-03,Pune,Salaried,32800.0,Small Business,143900,138800,11.15,24,B,Completed,162800,4,Verified,Web
P2P100640,2023-07-13,Hyderabad,Business Owner,84900.0,Small Business,728400,681800,8.88,48,A,Active,490000,19,Verified,Mobile App
P2P101491,2022-10-05,Bengaluru,Salaried,36300.0,Debt Consolidation,247400,246100,11.75,12,B,Active,171500,6,Not Verified,Web
P2P100724,2025-02-12,Delhi,Salaried,65800.0,Education,345600,319200,12.0,36,A,Defaulted,39100,9,Verified,Mobile App
P2P101683,2024-09-22,Pune,Business Owner,61200.0,Small Business,101300,92500,13.69,48,C,Completed,132700,3,Verified,Mobile App
P2P100494,2022-06-11,Mumbai,Business Owner,103200.0,Home Improvement,67600,65100,17.29,24,D,Active,45200,2,Not Verified,Web
P2P101819,2024-08-28,Jaipur,Freelancer,91900.0,Vehicle,1119600,1024100,11.87,24,B,Completed,1246500,35,Verified,Mobile App
P2P100119,2025-08-20,Mumbai,Salaried,33000.0,Debt Consolidation,265200,259300,10.68,36,B,Active,185300,7,Verified,Mobile App
P2P101732,2024-08-27,Bengaluru,Salaried,78300.0,Travel,154700,149900,14.61,36,C,Completed,201000,4,Not Verified,Web
P2P101199,2025-02-23,Jaipur,Salaried,119600.0,Debt Consolidation,184900,180900,11.62,48,B,Late,57800,6,Verified,Web
P2P101933,2024-05-22,Pune,Salaried,88500.0,Medical,83500,76000,10.3,12,A,Completed,92000,2,Verified,Mobile App
P2P101091,2025-10-21,Bengaluru,Salaried,,Education,190900,187500,17.3,24,D,Active,167000,4,Verified,Mobile App
P2P100890,2022-10-18,Hyderabad,Self-employed,55800.0,Vehicle,67900,63800,12.8,48,B,Active,60700,2,Not Verified,Web
P2P101258,2024-02-06,Bengaluru,Salaried,50000.0,Debt Consolidation,176900,169100,14.92,36,C,Active,88800,5,Verified,Web
P2P100415,2024-09-08,Mumbai,Salaried,88200.0,Education,334400,322500,18.54,12,D,Completed,365400,8,Verified,Mobile App
P2P101239,2025-11-22,Chennai,Salaried,72400.0,Medical,272400,266400,10.6,48,B,Completed,347900,10,Verified,Mobile App
P2P100771,2021-12-05,Bengaluru,Salaried,29700.0,Debt Consolidation,77900,77300,14.04,24,C,Active,60100,2,Not Verified,Web
P2P100805,2023-10-10,Hyderabad,Business Owner,23000.0,Education,360300,356300,16.81,36,C,Late,229500,13,Verified,Mobile App
P2P101817,2023-02-08,Mumbai,Salaried,49500.0,Home Improvement,134800,125600,15.46,36,C,Completed,171800,4,Verified,Mobile App
P2P100949,2025-07-28,Jaipur,Business Owner,64000.0,Home Improvement,130200,128500,14.36,12,C,Completed,141500,4,Verified,Mobile App
P2P101678,2023-08-31,Lucknow,Salaried,25400.0,Home Improvement,70100,69200,12.26,24,B,Completed,81200,2,Not Verified,Web
P2P100573,2023-08-19,Bengaluru,Salaried,30000.0,Home Improvement,297300,273600,16.5,36,D,Active,121200,7,Not Verified,Mobile App
P2P101450,2024-11-26,Bengaluru,Salaried,63400.0,Debt Consolidation,241500,222200,10.21,36,A,Completed,279600,6,Verified,Web
P2P101424,2022-03-10,Delhi,Salaried,28900.0,Debt Consolidation,181100,167600,10.14,24,A,Active,140000,4,Verified,Mobile App
P2P101287,2021-09-27,Pune,Freelancer,65700.0,Home Improvement,57700,56100,13.95,24,C,Completed,67700,1,Verified,Mobile App
P2P100673,2021-09-03,Mumbai,Self-employed,100900.0,Small Business,374300,363100,8.55,24,A,Active,236400,8,Verified,Web
P2P100400,2025-03-01,Ahmedabad,Salaried,51500.0,Medical,150100,140800,9.06,36,A,Completed,178200,4,Verified,Mobile App
P2P100552,2025-07-01,Hyderabad,Salaried,25300.0,Debt Consolidation,59900,58900,13.54,48,C,Completed,80900,2,Verified,Web
P2P100321,2024-05-05,Pune,Self-employed,64800.0,Wedding,183000,179700,8.58,24,A,Completed,208200,6,Verified,Mobile App
P2P100470,2025-11-16,Kolkata,Business Owner,55800.0,Education,609800,571900,13.52,60,C,Completed,853200,13,Verified,Web
P2P101888,2022-10-26,Delhi,Business Owner,84200.0,Medical,870900,852200,12.29,24,C,Active,327200,34,Verified,Mobile App
P2P101236,2023-06-27,Hyderabad,Salaried,21200.0,Debt Consolidation,426500,420000,12.19,36,B,Active,272300,16,Not Verified,Mobile App
P2P101208,2023-11-20,Delhi,Salaried,43900.0,Small Business,377100,350100,7.81,60,A,Completed,448000,8,Verified,Mobile App
P2P101233,2022-08-08,Bengaluru,Self-employed,43300.0,Debt Consolidation,374900,343100,15.4,24,C,Completed,456600,8,Verified,Mobile App
P2P100080,2021-12-21,Delhi,Salaried,28800.0,Small Business,268500,257900,10.35,12,A,Completed,286500,6,Not Verified,Mobile App
P2P100534,2024-05-14,Bengaluru,Salaried,32400.0,Debt Consolidation,217300,197300,14.28,36,C,Active,178500,5,Verified,Mobile App
P2P101544,2022-11-18,Lucknow,Business Owner,106300.0,Home Improvement,188400,179900,16.62,24,D,Late,102400,6,Verified,Mobile App
P2P100458,2024-01-02,Delhi,Salaried,59100.0,Medical,568900,516300,16.04,36,D,Completed,706600,16,Verified,Mobile App
P2P100291,2021-04-04,Bengaluru,Salaried,106600.0,Medical,774300,768300,14.84,36,C,Completed,950200,22,Not Verified,Web
P2P101469,2025-07-24,Pune,Business Owner,82100.0,Vehicle,30000,28600,18.25,60,D,Active,18000,1,Verified,Web
P2P100371,2021-11-05,Chennai,Salaried,64900.0,Small Business,210600,194600,17.1,12,D,Completed,239300,5,Verified,Web
P2P100266,2025-02-12,Hyderabad,Salaried,50400.0,Medical,310000,301500,15.74,60,D,Completed,444700,6,Verified,Web
P2P101707,2024-09-22,Pune,Business Owner,47800.0,Small Business,126800,117300,12.45,12,C,Active,62900,4,Verified,Web
P2P100165,2021-10-04,Mumbai,Self-employed,37500.0,Education,325700,320500,14.08,36,C,Active,170900,10,Verified,Mobile App
P2P101323,2025-07-25,Hyderabad,Salaried,187200.0,Small Business,99100,96000,7.5,12,A,Completed,102400,2,Verified,Mobile App
P2P101490,2023-11-26,Kolkata,Business Owner,38500.0,Home Improvement,273600,267800,13.38,60,C,Completed,377500,5,Verified,Mobile App
P2P100474,2025-08-18,Lucknow,Salaried,79600.0,Small Business,89900,83400,11.92,36,A,Completed,108200,2,Verified,Web
P2P100876,2022-03-28,Hyderabad,Self-employed,35600.0,Education,155500,155000,13.43,36,C,Completed,191200,6,Not Verified,Web
P2P100198,2025-08-25,Ahmedabad,Salaried,46800.0,Vehicle,439400,413900,7.93,60,A,Completed,559100,11,Verified,Mobile App
P2P100186,2024-10-21,Kolkata,Self-employed,29200.0,Wedding,116000,110500,9.36,36,B,Completed,137000,3,Not Verified,Mobile App
P2P101332,2025-01-16,Ahmedabad,Salaried,75500.0,Small Business,140300,130500,10.26,36,B,Active,90700,3,Not Verified,Mobile App
P2P100422,2025-04-14,Hyderabad,Freelancer,18000.0,Debt Consolidation,270900,244800,11.85,36,B,Active,184000,6,Not Verified,Mobile App
P2P100257,2025-10-13,Pune,Freelancer,74900.0,Education,207000,187500,12.89,24,C,Defaulted,75100,4,Verified,Web
P2P100136,2023-04-02,Bengaluru,Salaried,48500.0,Wedding,249700,247400,10.38,24,B,Late,109300,9,Verified,Web
P2P101608,2025-04-27,Pune,Business Owner,78200.0,Debt Consolidation,551600,500900,11.23,36,B,Active,236200,11,Verified,Mobile App
P2P101357,2025-08-30,Lucknow,Salaried,77400.0,Small Business,513800,479700,7.5,36,A,Active,227000,16,Verified,Web
P2P101477,2025-05-06,Chennai,Salaried,49600.0,Travel,379100,374600,13.95,60,C,Active,384600,8,Verified,Web
P2P101238,2024-01-09,Ahmedabad,Self-employed,47800.0,Travel,180800,176100,15.46,36,C,Completed,223500,5,Verified,Mobile App
P2P100867,2022-03-26,Delhi,Salaried,89600.0,Education,262700,253600,9.06,48,A,Active,127200,10,Verified,Mobile App
P2P101466,2021-05-28,Delhi,Salaried,25300.0,Small Business,229300,219400,9.23,24,B,Completed,252900,7,Verified,Mobile App
P2P101794,2024-11-21,Chennai,Business Owner,180200.0,Small Business,622100,564700,12.7,24,A,Active,435100,16,Verified,Mobile App
P2P101038,2025-01-23,Hyderabad,Freelancer,94800.0,Travel,223100,202200,9.92,36,A,Completed,254700,8,Verified,Mobile App
P2P101949,2023-04-11,Jaipur,Self-employed,45700.0,Debt Consolidation,153100,151100,9.52,60,A,Completed,201600,4,Verified,Web
P2P100050,2022-06-03,Jaipur,Salaried,34500.0,Debt Consolidation,153200,147000,14.32,24,C,Completed,177200,4,Verified,Mobile App
P2P100527,2023-09-22,Bengaluru,Self-employed,50900.0,Debt Consolidation,307700,306500,9.68,60,A,Active,277200,6,Verified,Web
P2P100453,2023-10-10,Hyderabad,Business Owner,23000.0,Education,143600,139700,11.52,36,B,Late,77000,4,Verified,Web
P2P101834,2025-02-21,Ahmedabad,Salaried,52100.0,Home Improvement,161500,159800,14.29,36,C,Completed,201000,6,Not Verified,Web
P2P100683,2022-05-02,Ahmedabad,Freelancer,31300.0,Debt Consolidation,190000,188700,17.34,60,D,Completed,287800,5,Verified,Web
P2P100463,2025-02-19,Lucknow,Freelancer,21100.0,Medical,211000,202300,13.19,12,C,Completed,225300,7,Verified,Web
P2P100936,2022-12-25,Hyderabad,Salaried,62300.0,Debt Consolidation,74200,72100,13.68,24,C,Completed,87300,3,Verified,Web
P2P101848,2022-07-03,Hyderabad,Self-employed,42800.0,Education,170400,164500,10.58,60,B,Active,77600,4,Verified,Web
P2P100648,2024-11-19,Jaipur,Salaried,75500.0,Education,316600,290500,16.52,36,D,Active,130000,7,Verified,Web
P2P101950,2023-10-29,Mumbai,Business Owner,34200.0,Debt Consolidation,419900,406100,10.72,36,B,Completed,495400,10,Verified,Web
P2P101058,2023-08-29,Mumbai,Salaried,131900.0,Debt Consolidation,268900,253700,17.86,48,D,Completed,373800,9,Verified,Web
P2P100860,2021-07-21,Pune,Business Owner,53600.0,Debt Consolidation,205900,194000,10.66,48,B,Completed,258100,6,Verified,Mobile App
P2P100248,2025-11-20,Kolkata,Salaried,71500.0,Vehicle,179700,170500,19.84,24,E,Completed,215600,5,Verified,Mobile App
P2P100991,2025-04-26,Lucknow,Freelancer,41500.0,Debt Consolidation,79400,72200,17.3,48,D,Active,76200,2,Not Verified,Mobile App
P2P101180,2024-04-22,Hyderabad,Business Owner,62800.0,Small Business,165800,155900,14.19,60,B,Active,135100,6,Verified,Mobile App
P2P101877,2024-07-06,Chennai,Business Owner,77300.0,Debt Consolidation,586600,579800,23.68,36,E,Completed,834800,13,Verified,Mobile App
P2P101505,2023-07-19,Pune,Salaried,66700.0,Wedding,243700,229900,22.74,36,E,Completed,349500,6,Not Verified,Mobile App
P2P101776,2023-03-18,Bengaluru,Salaried,91700.0,Wedding,109100,98300,11.04,24,A,Completed,125200,3,Verified,Mobile App
P2P100217,2023-04-06,Bengaluru,Salaried,18000.0,Vehicle,145700,133300,15.87,12,C,Completed,159700,4,Verified,Mobile App
P2P101963,2025-06-15,Bengaluru,Salaried,20300.0,Debt Consolidation,361400,332800,16.82,24,D,Active,273000,12,Verified,Web
P2P100544,2024-11-08,Mumbai,Salaried,67000.0,Medical,135900,126500,9.9,12,B,Late,31400,4,Verified,Web
P2P101486,2023-06-23,Chennai,Freelancer,41300.0,Medical,654100,627500,12.4,24,C,Completed,771200,18,Verified,Mobile App
P2P100439,2024-12-31,Bengaluru,Freelancer,25500.0,Education,135000,122200,15.66,36,C,Completed,171300,2,Not Verified,Mobile App
P2P100861,2025-03-27,Bengaluru,Self-employed,70400.0,Vehicle,340300,319300,10.11,36,B,Completed,390500,11,Verified,Web
P2P100951,2024-07-22,Kolkata,Salaried,88500.0,Vehicle,165800,156800,22.24,24,E,Completed,213500,6,Not Verified,Mobile App
P2P100327,2024-05-12,Lucknow,Salaried,42200.0,Vehicle,335000,326600,9.34,48,A,Completed,405100,11,Verified,Mobile App
P2P100227,2025-11-28,Bengaluru,Salaried,55500.0,Home Improvement,424300,424200,14.47,60,B,Active,357000,10,Verified,Web
P2P101663,2025-09-22,Kolkata,Business Owner,42800.0,Debt Consolidation,618100,560800,14.73,48,C,Active,616000,18,Not Verified,Mobile App
P2P100554,2024-05-22,Bengaluru,Business Owner,117900.0,Travel,143000,133700,11.63,24,B,Completed,159900,4,Verified,Web
P2P100062,2022-12-23,Delhi,Salaried,74800.0,Education,165700,152800,13.81,36,C,Active,137200,4,Verified,Web
P2P101536,2022-01-07,Chennai,Salaried,53100.0,Debt Consolidation,470200,438300,16.62,36,D,Completed,629700,12,Verified,Web
P2P101901,2024-05-12,Pune,Self-employed,43100.0,Home Improvement,302300,300000,11.21,12,B,Completed,318600,6,Verified,Mobile App
P2P101958,2023-10-05,Ahmedabad,Salaried,62100.0,Home Improvement,215300,203500,11.72,24,A,Completed,247700,5,Not Verified,Web
P2P100156,2022-10-15,Bengaluru,Salaried,86100.0,Debt Consolidation,223400,210900,17.07,36,D,Completed,291200,4,Not Verified,Web
P2P101614,2023-04-04,Delhi,Salaried,55100.0,Vehicle,265600,258500,10.38,48,B,Active,145300,10,Verified,Mobile App
P2P101851,2023-01-21,Delhi,Salaried,43800.0,Home Improvement,163500,163100,8.74,12,A,Completed,177900,5,Verified,Mobile App
P2P101365,2025-02-02,Hyderabad,Salaried,34600.0,Wedding,204300,188300,10.65,12,B,Completed,213800,5,Not Verified,Web
P2P101643,2024-03-22,Hyderabad,Salaried,66200.0,Education,194100,190300,10.83,36,B,Completed,239300,4,Verified,Web
P2P101826,2024-04-06,Ahmedabad,Salaried,35900.0,Debt Consolidation,37500,37300,11.54,24,B,Completed,42000,1,Not Verified,Mobile App
P2P101640,2025-10-02,Bengaluru,Salaried,62600.0,Debt Consolidation,709500,651800,14.02,12,C,Late,368300,21,Verified,Mobile App
P2P100349,2023-07-08,Pune,Business Owner,61800.0,Medical,108400,98700,8.54,12,A,Active,61700,2,Verified,Mobile App
P2P101808,2022-06-04,Ahmedabad,Freelancer,66300.0,Home Improvement,516700,473700,11.84,24,B,Completed,586900,10,Verified,Mobile App
P2P100167,2023-03-28,Delhi,Salaried,69800.0,Medical,100300,90900,8.23,12,A,Completed,104400,3,Not Verified,Web
P2P101526,2022-11-19,Pune,Salaried,49800.0,Debt Consolidation,148900,143700,13.68,48,C,Completed,194100,4,Verified,Mobile App
P2P101897,2024-08-15,Chennai,Business Owner,148400.0,Debt Consolidation,509300,495900,17.93,24,D,Completed,630500,14,Verified,Mobile App
P2P100205,2024-07-31,Bengaluru,Salaried,97300.0,Small Business,434800,392700,14.45,24,C,Completed,512100,12,Not Verified,Mobile App
P2P100907,2025-05-18,Mumbai,Freelancer,31100.0,Travel,258400,257200,12.17,36,B,Completed,309100,6,Verified,Web
P2P100914,2023-09-12,Mumbai,Salaried,70900.0,Travel,480600,462400,12.88,36,C,Completed,610200,16,Verified,Web
P2P101807,2024-10-23,Chennai,Salaried,90500.0,Home Improvement,209300,198700,12.08,36,B,Completed,248200,4,Verified,Web
P2P100187,2025-05-18,Kolkata,Salaried,65900.0,Vehicle,318900,292800,15.4,12,C,Active,109600,8,Verified,Mobile App
P2P100778,2025-01-20,Hyderabad,Salaried,51300.0,Debt Consolidation,73600,70200,10.16,12,A,Active,33700,2,Verified,Mobile App
P2P101940,2021-08-24,Hyderabad,Salaried,54700.0,Home Improvement,144500,144000,12.55,24,B,Active,68100,4,Verified,Mobile App
P2P101854,2025-06-24,Mumbai,Business Owner,46200.0,Wedding,437000,418500,14.2,12,C,Active,207600,14,Verified,Web
P2P101034,2022-01-04,Pune,Self-employed,63000.0,Debt Consolidation,194800,185100,10.41,36,A,Late,145900,7,Verified,Mobile App
P2P100011,2021-03-05,Kolkata,Salaried,31500.0,Debt Consolidation,257500,250500,8.47,60,A,Completed,320400,8,Verified,Web
P2P101978,2023-10-21,Kolkata,Salaried,91700.0,Education,476700,443100,13.02,36,C,Completed,568400,10,Verified,Web
P2P101234,2021-04-06,Pune,Salaried,33900.0,Debt Consolidation,162300,161400,8.24,24,A,Active,62600,5,Verified,Web
P2P100556,2023-09-01,Chennai,Salaried,48200.0,Travel,239800,230200,16.75,24,D,Active,184700,9,Verified,Web
P2P100290,2024-07-07,Hyderabad,Business Owner,32400.0,Debt Consolidation,75900,72600,17.99,24,D,Completed,94800,2,Verified,Mobile App
P2P100428,2025-08-14,Kolkata,Salaried,122700.0,Travel,189100,175300,13.75,24,C,Active,135500,6,Verified,Web
P2P101331,2024-05-14,Mumbai,Salaried,84900.0,Medical,181200,164300,12.95,36,B,Active,113200,6,Verified,Mobile App
P2P100122,2025-08-24,Bengaluru,Salaried,58500.0,Education,125100,113200,10.47,12,B,Defaulted,20600,3,Verified,Mobile App
P2P100657,2023-01-17,Mumbai,Business Owner,182600.0,Vehicle,408700,403000,15.21,24,C,Completed,470300,12,Verified,Web
P2P101381,2022-04-14,Hyderabad,Salaried,49900.0,Home Improvement,418100,378800,12.04,36,B,Active,252400,8,Verified,Mobile App
P2P100152,2022-10-09,Pune,Salaried,41600.0,Debt Consolidation,146600,140000,12.38,36,B,Active,83100,5,Not Verified,Mobile App
P2P101532,2024-08-06,Bengaluru,Salaried,48700.0,Vehicle,174800,160900,14.44,48,C,Completed,229400,3,Not Verified,Web
P2P101137,2025-06-29,Ahmedabad,Self-employed,27800.0,Small Business,376600,350100,14.3,12,C,Completed,418400,7,Verified,Web
P2P101463,2021-11-23,Jaipur,Salaried,106500.0,Medical,242300,221500,13.05,12,B,Completed,256800,5,Not Verified,Web
P2P100131,2023-09-27,Delhi,Salaried,28200.0,Debt Consolidation,145400,133400,16.01,24,C,Active,61100,4,Verified,Mobile App
P2P100851,2021-07-25,Mumbai,Freelancer,37100.0,Small Business,420200,387500,16.58,24,D,Active,274600,14,Verified,Web
P2P100134,2023-04-29,Bengaluru,Self-employed,47500.0,Education,242600,230600,12.48,36,C,Completed,296800,6,Verified,Mobile App
P2P100001,2023-07-08,Chennai,Salaried,84700.0,Debt Consolidation,137600,132200,10.34,60,A,Active,70400,4,Verified,Web
P2P101447,2024-12-10,Pune,Salaried,76400.0,Vehicle,141200,128300,21.19,24,E,Completed,174100,3,Verified,Mobile App
P2P101592,2025-12-21,Ahmedabad,Salaried,34900.0,Debt Consolidation,191100,175400,7.9,36,A,Active,145600,5,Verified,Web
P2P101533,2025-01-12,Mumbai,Self-employed,60700.0,Home Improvement,898900,810100,8.17,24,A,Completed,1023800,21,Verified,Mobile App
P2P100700,2024-01-21,Mumbai,Freelancer,24700.0,Small Business,442000,435000,11.68,12,C,Completed,462800,15,Verified,Web
P2P101385,2024-10-16,Chennai,Self-employed,43900.0,Debt Consolidation,64700,63500,12.26,36,B,Active,45500,2,Verified,Web
P2P101318,2025-02-01,Chennai,Freelancer,65700.0,Debt Consolidation,144400,131000,16.41,48,D,Late,54600,4,Verified,Mobile App
P2P101096,2022-05-15,Pune,Salaried,58600.0,Small Business,161500,148500,15.63,12,C,Active,69500,3,Not Verified,Mobile App
